"Vaccine/Exemption","Dose","Geography Type","Geography","School Year","Estimate (%)","Population Size","Percent Surveyed","Footnotes","Number of Exemptions","Survey Type","Not_required"
"Exemption","Non-Medical Exemption","States","South Dakota","2013-14",1.6,12566,NA,"†. *",199,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2020-21",0.1,11512,99.9,"†",16,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2019-20",0.1,12367,NA,"†",18,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2018-19",0.2,12062,NA,"†",22,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2017-18",0.2,12125,NA,NA,23,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2016-17",0.2,12106,NA,NA,21,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2015-16",0.2,12181,NA,NA,22,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2014-15",0.2,12008,NA,"*",21,"Census",FALSE
"Polio",NA,"States","South Dakota","2020-21",94.5,11512,99.9,NA,NA,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2009-10",0.3,11499,NA,NA,38,"Census",FALSE
"Polio",NA,"States","South Dakota","2021-22",93.6,12251,100,"*",NA,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2013-14",0.2,12566,NA,"*",21,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2012-13",0.3,12468,NA,NA,41,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2011-12",0.2,12127,NA,NA,30,"Census",FALSE
"Polio",NA,"States","South Dakota","2018-19",95.9,12062,99.9,NA,NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2017-18",96.5,12125,99.9,NA,NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2016-17",96.5,12106,99.8,NA,NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2012-13",97.6,12468,100,"*",NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2013-14",96.4,12566,100,"*",NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2014-15",96.8,12008,100,"*",NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2015-16",96.3,12181,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2009-10",97.7,11499,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","South Dakota","2021-22",NA,12251,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2011-12",95.5,12127,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2012-13",96,12468,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2013-14",95.3,12566,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","South Dakota","2019-20",NA,12367,99.8,NA,NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","South Dakota","2020-21",NA,11512,99.9,NA,NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","South Dakota","2017-18",95.9,12125,99.9,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2019-20",95.9,12367,99.8,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2018-19",95.8,12062,99.9,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2020-21",93.7,11512,99.9,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2021-22",93.2,12251,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2014-15",96.8,12008,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2011-12",95.4,12127,100,"*.††",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2012-13",93.9,12468,100,"*.††",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2013-14",92.8,12566,100,"*.††",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2016-17",94.5,12106,99.8,"††",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2014-15",92.2,12008,100,"*.††",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2015-16",94.3,12181,100,"*.††",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2016-17",95.4,12106,99.8,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2015-16",95.2,12181,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2017-18",95.8,12125,99.9,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2018-19",95.5,12062,99.9,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2019-20",95.2,12367,99.8,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2020-21",94,11512,99.9,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2009-10",NA,11499,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2021-22",91.9,12251,100,"*",NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2011-12",97.2,12127,100,"*",NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2009-10",97.8,11499,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2018-19",94.5,12062,99.9,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2019-20",95.4,12367,99.8,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2020-21",95.5,11512,99.9,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2021-22",94.7,12251,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2016-17",96.4,12106,99.8,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2014-15",97.2,12008,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2015-16",96.4,12181,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2011-12",97.5,12127,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2012-13",97.7,12468,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2013-14",96.7,12566,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2013-14",96.6,12566,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2014-15",97.1,12008,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2009-10",96.8,11499,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2011-12",97.4,12127,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2012-13",97.9,12468,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2015-16",96.5,12181,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2016-17",96.7,12106,99.8,NA,NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2017-18",96.6,12125,99.9,NA,NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2018-19",96.2,12062,99.9,NA,NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2019-20",96,12367,99.8,NA,NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2020-21",94.6,11512,99.9,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2009-10",97.9,11499,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2021-22",93.7,12251,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","South Dakota","2021-22",91.9,12251,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","South Dakota","2020-21",94,11512,99.9,NA,NA,"Census",FALSE
"Polio",NA,"States","South Dakota","2022-23",92.3,12081,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","South Dakota","2022-23",92,12081,100,"*",NA,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2022-23",4.1,12081,100,"†",499,"Census",FALSE
"Hepatitis B",NA,"States","South Dakota","2022-23",94.5,12081,100,"*",NA,"Census",FALSE
"Exemption","Medical Exemption","States","South Dakota","2022-23",0.1,12081,100,"†",11,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Dakota","2022-23",4,12081,100,"†",488,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","South Dakota","2022-23",92,12081,100,"*",NA,"Census",FALSE
"MMR",NA,"States","South Dakota","2022-23",92.5,12081,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","South Dakota","2022-23",92.2,12081,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","South Dakota","2022-23",NA,12081,100,"*",NA,"Census",TRUE
"Exemption","Non-Medical Exemption","States","South Dakota","2016-17",1.8,12106,NA,"†",219,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Dakota","2017-18",2,12125,NA,"†",238,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Dakota","2018-19",2.4,12062,NA,"†",293,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Dakota","2019-20",2.6,12367,NA,"†",319,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Dakota","2020-21",3.2,11512,99.9,"†",373,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2009-10",1.1,11499,NA,"†",121,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Dakota","2021-22",3.4,12251,100,"†",416,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2011-12",1.2,12127,NA,"†",150,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2015-16",1.6,12181,NA,"†",197,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2014-15",1.7,12008,NA,"†. *",202,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2013-14",1.8,12566,NA,"†. *",220,"Census",FALSE
"Exemption","Any Exemption","States","South Dakota","2012-13",1.8,12468,NA,"†",223,"Census",FALSE
"Exemption","Any Exemption","States","New Jersey","2011-12",1.3,118669,NA,"†",1504,"Census",FALSE
"Exemption","Any Exemption","States","New Jersey","2012-13",1.4,122516,NA,"†",1719,"Census",FALSE
"Exemption","Any Exemption","States","New Jersey","2013-14",1.6,123085,NA,"†",2003,"Census",FALSE
"Exemption","Any Exemption","States","New Jersey","2014-15",1.8,120471,NA,"†. *",2159,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","New Jersey","2015-16",1.8,110116,NA,"†",1938,"Census",FALSE
"Polio",NA,"States","New Jersey","2023-24",93.2,105408,100,">=. §. *",NA,"Census",FALSE
"Hepatitis B",NA,"States","New Jersey","2023-24",93.2,105408,100,">=. §. *",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Jersey","2023-24",NA,105408,100,">=. §. *",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","New Jersey","2023-24",93.2,105408,100,">=. §. *",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","New Jersey","2023-24",93.2,105408,100,">=. §. *",NA,"Census",FALSE
"MMR",NA,"States","New Jersey","2023-24",93.2,105408,100,">=. §. *",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","New Jersey","2023-24",93.2,105408,100,">=. §. *",NA,"Census",FALSE
"Exemption","Any Exemption","States","New Jersey","2023-24",3.9,105408,100,"†",4071,"Census",FALSE
"Exemption","Medical Exemption","States","New Jersey","2023-24",0.1,105408,100,"†",142,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2023-24",3.7,105408,100,"†",3929,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2016-17",1.7,109577,NA,"†",1881,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2021-22",2.5,104240,100,"†",2584,"Census",FALSE
"Exemption","Any Exemption","States","New Jersey","2009-10",1,118347,NA,"†",1072,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2017-18",2,107630,NA,"†",2148,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2018-19",2.3,109161,NA,"†",2510,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2020-21",2.1,100144,100,"†",2113,"Census",FALSE
"Exemption","Non-Medical Exemption","States","New Jersey","2019-20",2.4,107900,NA,"†",2588,"Census",FALSE
"MMR",NA,"National","U.S. Median","2022-23",92.1,3832381,92.9,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2022-23",94.1,3832381,92.9,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2022-23",91.9,3832381,92.9,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2022-23",92,3832381,92.9,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2022-23",3.2,3832381,96.9,NA,1774,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2022-23",0.2,3832381,96.9,NA,113,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2022-23",94.2,3832381,92.9,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2022-23",3.3,3832381,96.9,NA,1204,NA,FALSE
"Varicella","UTD (unknown disease history)","National","U.S. Median","2022-23",92.7,3832381,92.9,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2022-23",92.2,3832381,92.9,NA,NA,NA,FALSE
"Varicella","UTD (unknown disease history)","National","U.S. Median","2023-24",91.8,3823472,93.1,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2023-24",3.7,3823472,97,NA,1428,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2023-24",0.2,3823472,97,NA,108,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2023-24",3.7,3823472,97,NA,1899,NA,FALSE
"Polio",NA,"National","U.S. Median","2023-24",91.7,3823472,93.1,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2023-24",93.5,3823472,93.1,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2023-24",91.2,3823472,93.1,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2023-24",93.8,3823472,93.1,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2023-24",91.3,3823472,93.1,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2023-24",92,3823472,93.1,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2011-12",1.4,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2012-13",1.8,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2013-14",1.8,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2014-15",1.8,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2015-16",1.9,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2020-21",2.4,3520205,94.8,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2019-20",2.6,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2018-19",2.5,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2017-18",2,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2021-22",2.8,3835130,96.1,NA,1375,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2009-10",1.1,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2016-17",1.9,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2021-22",2.7,3835130,96.1,NA,981,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2020-21",2.5,3520205,94.8,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2019-20",2.7,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2018-19",2.6,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2016-17",2,NA,NA,NA,NA,NA,FALSE
"Exemption","Any Exemption","National","U.S. Median","2017-18",2.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2020-21",0.2,3520205,94.8,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2018-19",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2019-20",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2014-15",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2015-16",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2016-17",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2017-18",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2015-16",1.7,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2013-14",1.6,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2014-15",1.6,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2021-22",0.2,3835130,96.1,NA,95,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2009-10",0.8,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2011-12",1,NA,NA,NA,NA,NA,FALSE
"Exemption","Non-Medical Exemption","National","U.S. Median","2012-13",1.5,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2015-16",94.8,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2014-15",94.8,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2013-14",94.9,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2012-13",95.1,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2016-17",94.4,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2017-18",94.4,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2018-19",94.1,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2019-20",94.4,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2021-22",92.7,3835130,92.2,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2009-10",0.3,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2020-21",93.4,3510744,90,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2011-12",0.2,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2012-13",0.3,NA,NA,NA,NA,NA,FALSE
"Exemption","Medical Exemption","National","U.S. Median","2013-14",0.2,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2014-15",94,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2013-14",94.7,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2012-13",94.5,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2011-12",94.8,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2009-10",94.5,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2009-10",96.1,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2013-14",95,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2012-13",95.1,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2011-12",95.5,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2016-17",94.8,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2015-16",94.2,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2014-15",94.3,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2016-17",94.1,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2015-16",94.6,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2020-21",93.7,3510744,90,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2019-20",94.6,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2018-19",94.2,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2017-18",94.3,NA,NA,NA,NA,NA,FALSE
"MMR",NA,"National","U.S. Median","2021-22",92.9,3835130,92.2,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2017-18",96,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2020-21",95,3510744,90.8,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2021-22",94.1,3835130,92.2,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2019-20",95.9,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2018-19",95.6,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2009-10",95.8,NA,NA,NA,NA,NA,FALSE
"Polio",NA,"National","U.S. Median","2011-12",95.9,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2015-16",94.4,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2016-17",94.1,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2020-21",93.3,3158469,90.6,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2019-20",94.3,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2018-19",93.8,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2017-18",93.9,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2021-22",92.1,3835130,92.2,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2009-10",97.2,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2015-16",96.1,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2014-15",95.4,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2016-17",95.6,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2013-14",95.9,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2012-13",95.8,NA,NA,NA,NA,NA,FALSE
"Hepatitis B",NA,"National","U.S. Median","2011-12",96.5,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2014-15",93.9,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2013-14",93.3,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2012-13",93.9,NA,NA,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2011-12",92.7,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2021-22",94.7,3835130,92.2,NA,NA,NA,FALSE
"Varicella","2 Doses (unknown disease history)","National","U.S. Median","2009-10",90.3,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2012-13",96.1,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2014-15",95.2,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2013-14",96.5,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2020-21",95.1,352275,93.1,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2019-20",95.3,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2011-12",97,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2016-17",96.5,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2015-16",96.1,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2017-18",96.2,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2018-19",95.3,NA,NA,NA,NA,NA,FALSE
"Varicella","1 Dose (unknown disease history)","National","U.S. Median","2009-10",97.4,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2017-18",95.3,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2020-21",93.4,3510744,90.8,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2021-22",92,3835130,92.2,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2018-19",94.6,NA,NA,NA,NA,NA,FALSE
"DTP, DTaP, or DT",NA,"National","U.S. Median","2019-20",94.4,NA,NA,NA,NA,NA,FALSE
"Varicella","UTD (unknown disease history)","National","U.S. Median","2020-21",93.7,3510744,90,NA,NA,NA,FALSE
"Varicella","UTD (unknown disease history)","National","U.S. Median","2021-22",92.6,3835130,92.2,NA,NA,NA,FALSE
"MMR",NA,"States","West Virginia","2023-24",98.3,18261,82.8,"‡. §",NA,"Vol. Response",FALSE
"DTP, DTaP, or DT",NA,"States","West Virginia","2023-24",98.4,18261,82.8,"‡. §",NA,"Vol. Response",FALSE
"Varicella","1 Dose (unknown disease history)","States","West Virginia","2023-24",NA,18261,82.8,"‡. §",NA,"Vol. Response",TRUE
"Varicella","2 Doses (unknown disease history)","States","West Virginia","2023-24",99.7,18261,82.8,"‡. §",NA,"Vol. Response",FALSE
"Hepatitis B",NA,"States","West Virginia","2023-24",98.8,18261,82.8,"‡. §",NA,"Vol. Response",FALSE
"Polio",NA,"States","West Virginia","2023-24",98.4,18261,82.8,"‡. §",NA,"Vol. Response",FALSE
"Exemption","Medical Exemption","States","West Virginia","2023-24",0.1,18261,82.8,"<. †. ‡",7,"Vol. Response",FALSE
"Exemption","Any Exemption","States","West Virginia","2023-24",0.1,18261,82.8,"<. †. ‡",7,"Vol. Response",FALSE
"Varicella","UTD (unknown disease history)","States","West Virginia","2023-24",99.7,18261,82.8,"‡. §",NA,"Vol. Response",FALSE
"Varicella","2 Doses (unknown disease history)","States","West Virginia","2009-10",88.4,22730,86.7,NA,NA,"Vol. Response",FALSE
"Varicella","1 Dose (unknown disease history)","States","West Virginia","2021-22",NA,18070,85.5,"‡. §",NA,"Vol. Response",TRUE
"Hepatitis B",NA,"States","West Virginia","2014-15",98.7,22016,81.3,NA,NA,"Vol. Response",FALSE
